Plant_ID,Category,Common_Name,Green_Acres_URL,Estimate_Confidence,Needs_Green_Acres_Source,Green_Acres_Source_Need_Reason,Mature_Height_ft_est,Mature_Width_ft_est,High_Confidence_Fields,Knowledge_Notes
1,ANNUALS,Alyssum,https://idiggreenacres.com/products/alyssum?variant=13996299354164,High-confidence estimate,FALSE,,0.5,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Annual type matched.
1194,TREES,Elm Emerald Sunshine,https://idiggreenacres.com/products/elm-emerald-sunshine?variant=14715490041908,Low guesstimate,FALSE,,35,30,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Large tree category estimate. Verify exact cultivar size.
1195,TREES,English Laurel,https://idiggreenacres.com/products/english-laurel?variant=31485222256663,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1196,TREES,European White Birch Multitrunk,https://idiggreenacres.com/products/european-white-birch-multitrunk?variant=13927760658484,Low guesstimate,FALSE,,35,30,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Large tree category estimate. Verify exact cultivar size.
1197,TREES,European White Birch Standard Trunk,https://idiggreenacres.com/products/european-white-birch-standard-trunk?variant=13927764459572,Low guesstimate,FALSE,,35,30,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Large tree category estimate. Verify exact cultivar size.
1198,TREES,Fern Pine,https://idiggreenacres.com/products/fern-pine?variant=13865969156148,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fern general size estimate.
1199,TREES,Fern Pine Standard Trunk,https://idiggreenacres.com/products/fern-pine-standard-trunk?variant=13927697023028,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fern general size estimate.
1200,TREES,Fig Assorted Sleeve,https://idiggreenacres.com/products/fig-assorted-4-sleeve?variant=13849342115892,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fig general mature size estimate.
1201,TREES,Fig Brown Turkey,https://idiggreenacres.com/products/fig-brown-turkey?variant=29408176144436,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fig general mature size estimate.
1202,TREES,Fig Little Miss Figgy,https://idiggreenacres.com/products/fig-little-miss-figgy?variant=31723012882455,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fig general mature size estimate.
1203,TREES,Fig Mission Black,https://idiggreenacres.com/products/fig-mission-black?variant=29408063946804,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fig general mature size estimate.
1204,TREES,Fig Violette De Bordeaux,https://idiggreenacres.com/products/fig-violette-de-bordeaux?variant=29408208519220,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Fig general mature size estimate.
1205,TREES,Flavor Delight Aprium Interspecific Apricot,https://idiggreenacres.com/products/flavor-delight-aprium-174-interspecific-apricot?variant=39533461668009,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1206,TREES,Flavor Delight Aprium Interspecific Apricot Bareroot,https://idiggreenacres.com/products/flavor-delight-aprium-174-interspecific-apricot-bareroot?variant=44713337585833,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1207,TREES,Flavor Finale Pluot Interspecific Plum,https://idiggreenacres.com/products/flavor-finale-pluot-174-interspecific-plum?variant=44897542963369,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1208,TREES,Flavor King Pluot Interspecific Plum,https://idiggreenacres.com/products/flavor-king-pluot-174-interspecific-plum?variant=39540500857001,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1209,TREES,Flavor Punch Pluerry Interspecific Plum Bareroot,https://idiggreenacres.com/products/flavor-punch-pluerry-8482-interspecific-plum-bareroot?variant=29380075192372,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1210,TREES,Flavor Queen Pluot Interspecific Plum,https://idiggreenacres.com/products/flavor-queen-pluot-174-interspecific-plum?variant=42350306984105,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1211,TREES,Flavor Supreme Pluot Interspecific Plum,https://idiggreenacres.com/products/flavor-supreme-pluot-174-interspecific-plum?variant=39540545913001,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1212,TREES,Flavor Supreme Pluot Interspecific Plum Bareroot,https://idiggreenacres.com/products/flavor-supreme-pluot-174-interspecific-plum-bareroot?variant=44713343353001,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1213,TREES,Flowering Cherry Akebono,https://idiggreenacres.com/products/flowering-cherry-akebono?variant=14708030996532,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1214,TREES,Flowering Cherry Kwanzan,https://idiggreenacres.com/products/flowering-cherry-kwanzan?variant=14701171277876,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1215,TREES,Flowering Cherry Mt Fuji,https://idiggreenacres.com/products/flowering-cherry-mt-fuji?variant=14707751649332,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1216,TREES,Flowering Crabapple Prairifire,https://idiggreenacres.com/products/flowering-crabapple-prairifire?variant=13968390127668,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1217,TREES,Flowering Pear Bradford,https://idiggreenacres.com/products/flowering-pear-bradford?variant=14708418904116,Medium guesstimate,FALSE,,18,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Pear general mature size estimate.
1218,TREES,Flowering Pear Chanticleer,https://idiggreenacres.com/products/flowering-pear-chanticleer?variant=14708490534964,Medium guesstimate,FALSE,,18,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Pear general mature size estimate.
1219,TREES,Flowering Plum Purple Pony,https://idiggreenacres.com/products/flowering-plum-purple-pony?variant=13968313548852,Medium guesstimate,FALSE,,15,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Stone fruit general mature size estimate.
1220,TREES,Fruit Salad Multi Graft Combo Bareroot,https://idiggreenacres.com/products/fruit-salad-multi-graft-combo-1-bareroot?variant=44713345941673,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1221,TREES,Fruit Salad Multi Graft Combo Bareroot,https://idiggreenacres.com/products/fruit-salad-multi-graft-combo-2-bareroot?variant=44713346138281,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1222,TREES,Fruiting Loquat Big Jim,https://idiggreenacres.com/products/fruiting-loquat-big-jim?variant=42549255995561,Medium guesstimate,FALSE,,20,15,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Loquat general mature size estimate.
1223,TREES,Fruiting Mulberry Pakistan,https://idiggreenacres.com/products/fruiting-mulberry-pakistan?variant=14827603460148,Medium guesstimate,FALSE,,25,25,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Mulberry general mature size estimate.
1224,TREES,Fruiting Mulberry White,https://idiggreenacres.com/products/fruiting-mulberry-white?variant=14827632885812,Medium guesstimate,FALSE,,25,25,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Mulberry general mature size estimate.
1225,TREES,Fruitless Olive Multitrunk,https://idiggreenacres.com/products/fruitless-olive-multitrunk?variant=14699703271476,High-confidence estimate,FALSE,,15,12,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bolive\b|olea
1226,TREES,Fruitless Olive Standard Trunk,https://idiggreenacres.com/products/fruitless-olive-standard-trunk?variant=14699826184244,High-confidence estimate,FALSE,,15,12,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bolive\b|olea
1227,TREES,Fruitless Olive Swan Hill Multitrunk,https://idiggreenacres.com/products/fruitless-olive-swan-hill-multitrunk?variant=14517719138356,High-confidence estimate,FALSE,,15,12,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bolive\b|olea
1228,TREES,Ginkgo Autumn Gold,https://idiggreenacres.com/products/ginkgo-autumn-gold?variant=13927714979892,Low guesstimate,FALSE,,35,30,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Large tree category estimate. Verify exact cultivar size.
1229,TREES,Incense Cedar,https://idiggreenacres.com/products/incense-cedar?variant=14668185075764,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1230,TREES,Italian Cypress,https://idiggreenacres.com/products/italian-cypress?variant=14670984675380,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1231,TREES,Italiancypressglauca,https://idiggreenacres.com/products/italiancypressglauca?variant=9881486884916,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1232,TREES,Jacaranda Bonsai Blue Monrovia,https://idiggreenacres.com/products/jacaranda-bonsai-blue-monrovia?variant=14570316070964,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1233,TREES,Japanese Blueberry Standard Trunk Monrovia,https://idiggreenacres.com/products/japanese-blueberry-standard-trunk-monrovia?variant=14678775038004,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1234,TREES,Japanese Laceleaf Maple Baldsmith,https://idiggreenacres.com/products/japanese-laceleaf-maple-baldsmith?variant=43286395388073,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1235,TREES,Japanese Laceleaf Maple Garnet,https://idiggreenacres.com/products/japanese-laceleaf-maple-garnet?variant=14906728218676,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1236,TREES,Japanese Laceleaf Maple Orangeola,https://idiggreenacres.com/products/japanese-laceleaf-maple-orangeola?variant=39517525475497,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1237,TREES,Japanese Laceleaf Maple Tamukeyama,https://idiggreenacres.com/products/japanese-laceleaf-maple-tamukeyama?variant=39576457052329,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1238,TREES,Japanese Maple,https://idiggreenacres.com/products/japanese-maple?variant=14654095884340,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1239,TREES,Japanese Maple Bihou,https://idiggreenacres.com/products/japanese-maple-bihou?variant=32915897090071,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1240,TREES,Japanese Maple Crimson Queen,https://idiggreenacres.com/products/japanese-maple-crimson-queen?variant=14653464707124,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1241,TREES,Japanese Maple Emperor One,https://idiggreenacres.com/products/japanese-maple-emperor-one?variant=45843204178089,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1242,TREES,Japanese Maple Fireglow,https://idiggreenacres.com/products/japanese-maple-fireglow?variant=39499784421545,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1243,TREES,Japanese Maple Inaba Shidare,https://idiggreenacres.com/products/japanese-maple-inaba-shidare?variant=39517450961065,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1244,TREES,Japanese Maple Mikawa Yatsubusa,https://idiggreenacres.com/products/japanese-maple-mikawa-yatsubusa?variant=32915922157591,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1245,TREES,Japanese Maple Red Dragon,https://idiggreenacres.com/products/japanese-maple-red-dragon?variant=32915870515223,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1246,TREES,Japanese Maple Seiryu,https://idiggreenacres.com/products/japanese-maple-seiryu?variant=14654353997876,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1247,TREES,Japanese Maple Sharps Pygmy,https://idiggreenacres.com/products/japanese-maple-sharps-pygmy?variant=39518082728105,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1248,TREES,Japanese Maple Standard Trunk,https://idiggreenacres.com/products/japanese-maple-standard-trunk?variant=14654299766836,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1249,TREES,Japanese Maple Viridis,https://idiggreenacres.com/products/japanese-maple-viridis?variant=14749634101300,High-confidence estimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bmaple\b|acer\b
1250,TREES,Japanesemaplebloodgood,https://idiggreenacres.com/products/japanesemaplebloodgood?variant=38757419352233,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
1251,TREES,Jujube Ga,https://idiggreenacres.com/products/jujube-ga-866?variant=39534224474281,Low guesstimate,FALSE,,25,20,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Tree category only. Size needs source. | Broad tree category fallback. Verify before buying.
